mapTarget,mapTargetName
M25.639,"Stiffness of unspecified wrist, not elsewhere classified"
M25.629,"Stiffness of unspecified elbow, not elsewhere classified"
M25.619,"Stiffness of unspecified shoulder, not elsewhere classified"
H02.209,"Unspecified lagophthalmos unspecified eye, unspecified eyelid"
M99.05,Segmental and somatic dysfunction of pelvic region
G83.20,Monoplegia of upper limb affecting unspecified side
R26.81,Unsteadiness on feet
Z89.619,Acquired absence of unspecified leg above knee
R26.0,Ataxic gait
R27.9,Unspecified lack of coordination
F43.89,Other reactions to severe stress
M25.369,"Other instability, unspecified knee"
M22.8X9,"Other disorders of patella, unspecified knee"
M24.819,"Other specific joint derangements of unspecified shoulder, not elsewhere classified"
M24.839,"Other specific joint derangements of unspecified wrist, not elsewhere classified"
M24.849,"Other specific joint derangements of unspecified hand, not elsewhere classified"
M24.876,"Other specific joint derangements of unspecified foot, not elsewhere classified"
H02.819,"Retained foreign body in unspecified eye, unspecified eyelid"
Z3A.18,18 weeks gestation of pregnancy
G36.0,Neuromyelitis optica [Devic]
O29.299,"Other central nervous system complications of anesthesia during pregnancy, unspecified trimester"
M65.80,"Other synovitis and tenosynovitis, unspecified site"
Q23.1,Congenital insufficiency of aortic valve
I05.8,Other rheumatic mitral valve diseases
I34.81,Nonrheumatic mitral (valve) annulus calcification
T82.855?,"Stenosis of coronary artery stent, episode of care unspecified"
Q25.44,Congenital dilation of aorta
I28.9,"Disease of pulmonary vessels, unspecified"
K76.81,Hepatopulmonary syndrome
I80.209,Phlebitis and thrombophlebitis of unspecified deep vessels of unspecified lower extremity
I47.21,Torsades de pointes
I49.2,Junctional premature depolarization
I49.40,Unspecified premature depolarization
Z01.21,Encounter for dental examination and cleaning with abnormal findings
L13.1,Subcorneal pustular dermatitis
R94.131,Abnormal electromyogram [EMG]
R94.130,"Abnormal response to nerve stimulation, unspecified"
R94.111,Abnormal electroretinogram [ERG]
R94.110,Abnormal electro-oculogram [EOG]
N93.0,Postcoital and contact bleeding
N95.0,Postmenopausal bleeding
H53.33,Simultaneous visual perception without fusion
H53.31,Abnormal retinal correspondence
I63.422,Cerebral infarction due to embolism of left anterior cerebral artery
H52.6,Other disorders of refraction
Z49.31,Encounter for adequacy testing for hemodialysis
S37.29X?,"Other injury of bladder, episode of care unspecified"
A02.22,Salmonella pneumonia
Q38.2,Macroglossia
Z16.35,Resistance to multiple antimicrobial drugs
D06.9,"Carcinoma in situ of cervix, unspecified"
C4A.9,"Merkel cell carcinoma, unspecified"
D37.3,Neoplasm of uncertain behavior of appendix
D3A.098,Benign carcinoid tumors of other sites
Q01.0,Frontal encephalocele
Q01.1,Nasofrontal encephalocele
T85.638?,"Leakage of other specified internal prosthetic devices, implants and grafts, episode of care unspecified"
Q01.2,Occipital encephalocele
H31.321,"Choroidal rupture, right eye"
H31.322,"Choroidal rupture, left eye"
Q39.5,Congenital dilatation of esophagus
Q12.8,Other congenital lens malformations
Q20.1,Double outlet right ventricle
Q22.1,Congenital pulmonary valve stenosis
S24.104?,"Unspecified injury at T11-T12 level of thoracic spinal cord, episode of care unspecified"
Q21.13,Coronary sinus atrial septal defect
H11.429,"Conjunctival edema, unspecified eye"
Q24.2,Cor triatriatum
Q21.16,"Sinus venosus atrial septal defect, unspecified"
I36.8,Other nonrheumatic tricuspid valve disorders
Q22.9,"Congenital malformation of tricuspid valve, unspecified"
I51.1,"Rupture of chordae tendineae, not elsewhere classified"
I51.2,"Rupture of papillary muscle, not elsewhere classified"
I34.9,"Nonrheumatic mitral valve disorder, unspecified"
Q31.2,Laryngeal hypoplasia
Q31.5,Congenital laryngomalacia
Q34.0,Anomaly of pleura
Q43.4,Duplication of intestine
M32.12,Pericarditis in systemic lupus erythematosus
Q50.1,Developmental ovarian cyst
Q51.6,Embryonic cyst of cervix
Q55.64,Hidden penis
Q55.63,Congenital torsion of penis
Q62.7,Congenital vesico-uretero-renal reflux
Q61.2,"Polycystic kidney, adult type"
Q61.8,Other cystic kidney diseases
Q61.02,Congenital multiple renal cysts
Q62.63,Anomalous implantation of ureter
Q64.8,Other specified congenital malformations of urinary system
Q68.3,Congenital bowing of femur
Q68.5,"Congenital bowing of long bones of leg, unspecified"
Q66.90,"Congenital deformity of feet, unspecified, unspecified foot"
Q72.90,Unspecified reduction defect of unspecified lower limb
Q35.3,Cleft soft palate
Q77.1,Thanatophoric short stature
Q77.9,"Osteochondrodysplasia with defects of growth of tubular bones and spine, unspecified"
Q78.6,Multiple congenital exostoses
E76.01,Hurler's syndrome
P72.8,Other specified transitory neonatal endocrine disorders
M85.9,"Disorder of bone density and structure, unspecified"
M89.59,"Osteolysis, multiple sites"
Q80.0,Ichthyosis vulgaris
Q81.9,"Epidermolysis bullosa, unspecified"
Q81.8,Other epidermolysis bullosa
Q81.1,Epidermolysis bullosa letalis
Q84.5,Enlarged and hypertrophic nails
Q97.8,"Other specified sex chromosome abnormalities, female phenotype"
Q98.8,"Other specified sex chromosome abnormalities, male phenotype"
Q90.2,"Trisomy 21, translocation"
Q91.2,"Trisomy 18, translocation"
Q91.6,"Trisomy 13, translocation"
Q92.0,"Whole chromosome trisomy, nonmosaicism (meiotic nondisjunction)"
Q95.9,"Balanced rearrangement and structural marker, unspecified"
Q97.9,"Sex chromosome abnormality, female phenotype, unspecified"
Q98.9,"Sex chromosome abnormality, male phenotype, unspecified"
Q98.6,Male with structurally abnormal sex chromosome
C80.2,Malignant neoplasm associated with transplanted organ
D00.06,Carcinoma in situ of floor of mouth
D10.2,Benign neoplasm of floor of mouth
C05.0,Malignant neoplasm of hard palate
C05.1,Malignant neoplasm of soft palate
D11.0,Benign neoplasm of parotid gland
C08.0,Malignant neoplasm of submandibular gland
D00.2,Carcinoma in situ of stomach
K22.82,Esophagogastric junction polyp
K22.81,Esophageal polyp
K51.40,Inflammatory polyps of colon without complications
C22.4,Other sarcomas of liver
C44.92,"Squamous cell carcinoma of skin, unspecified"
C44.721,"Squamous cell carcinoma of skin of unspecified lower limb, including hip"
D04.9,"Carcinoma in situ of skin, unspecified"
L82.0,Inflamed seborrheic keratosis
L72.11,Pilar cyst
H04.321,Acute dacryocystitis of right lacrimal passage
H04.322,Acute dacryocystitis of left lacrimal passage
H04.329,Acute dacryocystitis of unspecified lacrimal passage
H04.323,Acute dacryocystitis of bilateral lacrimal passages
D57.819,"Other sickle-cell disorders with crisis, unspecified"
C44.590,Other specified malignant neoplasm of anal skin
D19.9,"Benign neoplasm of mesothelial tissue, unspecified"
D06.0,Carcinoma in situ of endocervix
D07.5,Carcinoma in situ of prostate
N42.31,Prostatic intraepithelial neoplasia
D30.10,Benign neoplasm of unspecified renal pelvis
C72.40,Malignant neoplasm of unspecified acoustic nerve
Q85.02,"Neurofibromatosis, type 2"
D33.9,"Benign neoplasm of central nervous system, unspecified"
D31.60,Benign neoplasm of unspecified site of unspecified orbit
C69.00,Malignant neoplasm of unspecified conjunctiva
C69.10,Malignant neoplasm of unspecified cornea
F40.11,"Social phobia, generalized"
D31.10,Benign neoplasm of unspecified cornea
D31.30,Benign neoplasm of unspecified choroid
C74.00,Malignant neoplasm of cortex of unspecified adrenal gland
H35.021,"Exudative retinopathy, right eye"
H35.022,"Exudative retinopathy, left eye"
H35.023,"Exudative retinopathy, bilateral"
H35.029,"Exudative retinopathy, unspecified eye"
C57.9,"Malignant neoplasm of female genital organ, unspecified"
C63.9,"Malignant neoplasm of male genital organ, unspecified"
C16.9,"Malignant neoplasm of stomach, unspecified"
C18.0,Malignant neoplasm of cecum
C24.9,"Malignant neoplasm of biliary tract, unspecified"
C79.40,Secondary malignant neoplasm of unspecified part of nervous system
D09.8,Carcinoma in situ of other specified sites
D09.10,Carcinoma in situ of unspecified urinary organ
D10.9,"Benign neoplasm of pharynx, unspecified"
D14.4,"Benign neoplasm of respiratory system, unspecified"
D12.0,Benign neoplasm of cecum
D44.3,Neoplasm of uncertain behavior of pituitary gland
I97.130,Postprocedural heart failure following cardiac surgery
T53.1X1?,"Toxic effect of chloroform, accidental (unintentional), episode of care unspecified"
I87.019,Postthrombotic syndrome with ulcer of unspecified lower extremity
T42.2X2?,"Poisoning by succinimides and oxazolidinediones, intentional self-harm, episode of care unspecified"
B83.2,Angiostrongyliasis due to Parastrongylus cantonensis
K41.91,"Unilateral femoral hernia, without obstruction or gangrene, recurrent"
A71.1,Active stage of trachoma
A71.0,Initial stage of trachoma
A71.9,"Trachoma, unspecified"
H49.819,"Kearns-Sayre syndrome, unspecified eye"
H21.249,"Degeneration of pupillary margin, unspecified eye"
H04.011,"Acute dacryoadenitis, right lacrimal gland"
H04.012,"Acute dacryoadenitis, left lacrimal gland"
H04.013,"Acute dacryoadenitis, bilateral lacrimal glands"
H04.019,"Acute dacryoadenitis, unspecified lacrimal gland"
J67.4,Maltworker's lung
H01.149,"Xeroderma of unspecified eye, unspecified eyelid"
H01.143,"Xeroderma of right eye, unspecified eyelid"
H01.146,"Xeroderma of left eye, unspecified eyelid"
H01.141,Xeroderma of right upper eyelid
H01.144,Xeroderma of left upper eyelid
E76.29,Other mucopolysaccharidoses
M25.012,"Hemarthrosis, left shoulder"
M25.011,"Hemarthrosis, right shoulder"
L02.225,Furuncle of perineum
F31.4,"Bipolar disorder, current episode depressed, severe, without psychotic features"
B67.8,"Echinococcosis, unspecified, of liver"
N15.0,Balkan nephropathy
H46.3,Toxic optic neuropathy
A50.42,Late congenital syphilitic encephalitis
A52.19,Other symptomatic neurosyphilis
L75.1,Chromhidrosis
N83.00,"Follicular cyst of ovary, unspecified side"
M61.10,"Myositis ossificans progressiva, unspecified site"
W12.XXX?,"Fall on and from scaffolding, episode of care unspecified"
S92.133?,"Displaced fracture of posterior process of unspecified talus, episode of care unspecified"
Q39.0,Atresia of esophagus without fistula
B16.2,Acute hepatitis B without delta-agent with hepatic coma
B19.11,Unspecified viral hepatitis B with hepatic coma
N89.7,Hematocolpos
R63.4,Abnormal weight loss
B82.0,"Intestinal helminthiasis, unspecified"
S60.359?,"Superficial foreign body of unspecified thumb, episode of care unspecified"
S06.890?,"Other specified intracranial injury without loss of consciousness, episode of care unspecified"
T18.108?,"Unspecified foreign body in esophagus causing other injury, episode of care unspecified"
G61.89,Other inflammatory polyneuropathies
T19.9XX?,"Foreign body in genitourinary tract, part unspecified, episode of care unspecified"
S37.828?,"Other injury of prostate, episode of care unspecified"
T19.3XX?,"Foreign body in uterus, episode of care unspecified"
S11.23X?,"Puncture wound without foreign body of pharynx and cervical esophagus, episode of care unspecified"
S11.013?,"Puncture wound without foreign body of larynx, episode of care unspecified"
S39.93X?,"Unspecified injury of pelvis, episode of care unspecified"
S06.37A?,"Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness status unknown, episode of care unspecified"
S34.132?,"Incomplete lesion of sacral spinal cord, episode of care unspecified"
S34.131?,"Complete lesion of sacral spinal cord, episode of care unspecified"
S15.109?,"Unspecified injury of unspecified vertebral artery, episode of care unspecified"
S06.6X0?,"Traumatic subarachnoid hemorrhage without loss of consciousness, episode of care unspecified"
Y72.2,"Prosthetic and other implants, materials and accessory otorhinolaryngological devices associated with adverse incidents"
S36.118?,"Other injury of liver, episode of care unspecified"
S36.122?,"Contusion of gallbladder, episode of care unspecified"
S36.123?,"Laceration of gallbladder, episode of care unspecified"
S36.299?,"Other injury of unspecified part of pancreas, episode of care unspecified"
S37.812?,"Contusion of adrenal gland, episode of care unspecified"
S37.813?,"Laceration of adrenal gland, episode of care unspecified"
S37.818?,"Other injury of adrenal gland, episode of care unspecified"
S36.32X?,"Contusion of stomach, episode of care unspecified"
S36.33X?,"Laceration of stomach, episode of care unspecified"
S36.39X?,"Other injury of stomach, episode of care unspecified"
S36.420?,"Contusion of duodenum, episode of care unspecified"
S36.430?,"Laceration of duodenum, episode of care unspecified"
S36.428?,"Contusion of other part of small intestine, episode of care unspecified"
S36.429?,"Contusion of unspecified part of small intestine, episode of care unspecified"
S36.439?,"Laceration of unspecified part of small intestine, episode of care unspecified"
S36.528?,"Contusion of other part of colon, episode of care unspecified"
S36.538?,"Laceration of other part of colon, episode of care unspecified"
S36.529?,"Contusion of unspecified part of colon, episode of care unspecified"
S36.539?,"Laceration of unspecified part of colon, episode of care unspecified"
S36.62X?,"Contusion of rectum, episode of care unspecified"
S36.892?,"Contusion of other intra-abdominal organs, episode of care unspecified"
S36.893?,"Laceration of other intra-abdominal organs, episode of care unspecified"
S37.99X?,"Other injury of unspecified urinary and pelvic organ, episode of care unspecified"
S37.39X?,"Other injury of urethra, episode of care unspecified"
N35.013,Post-traumatic anterior urethral stricture
N35.028,"Other post-traumatic urethral stricture, female"
N35.012,Post-traumatic membranous urethral stricture
N35.011,Post-traumatic bulbous urethral stricture
S31.21X?,"Laceration without foreign body of penis, episode of care unspecified"
S37.439?,"Laceration of ovary, unspecified, episode of care unspecified"
S37.539?,"Laceration of fallopian tube, unspecified, episode of care unspecified"
S37.591?,"Other injury of fallopian tube, unilateral, episode of care unspecified"
S15.129?,"Major laceration of unspecified vertebral artery, episode of care unspecified"
S25.899?,"Other specified injury of other blood vessels of thorax, unspecified side, episode of care unspecified"
S15.029?,"Major laceration of unspecified carotid artery, episode of care unspecified"
S25.09X?,"Other specified injury of thoracic aorta, episode of care unspecified"
S06.4X0?,"Epidural hemorrhage without loss of consciousness, episode of care unspecified"
S46.819?,"Strain of other muscles, fascia and tendons at shoulder and upper arm level, unspecified arm, episode of care unspecified"
S39.093?,"Other injury of muscle, fascia and tendon of pelvis, episode of care unspecified"
S76.219?,"Strain of adductor muscle, fascia and tendon of unspecified thigh, episode of care unspecified"
S86.319?,"Strain of muscle(s) and tendon(s) of peroneal muscle group at lower leg level, unspecified leg, episode of care unspecified"
S46.219?,"Strain of muscle, fascia and tendon of other parts of biceps, unspecified arm, episode of care unspecified"
E10.11,Type 1 diabetes mellitus with ketoacidosis with coma
M66.369,"Spontaneous rupture of flexor tendons, unspecified lower leg"
S56.299?,"Other injury of other flexor muscle, fascia and tendon at forearm level, unspecified arm, episode of care unspecified"
S66.199?,"Other injury of flexor muscle, fascia and tendon of unspecified finger at wrist and hand level, episode of care unspecified"
S09.20X?,"Traumatic rupture of unspecified ear drum, episode of care unspecified"
S13.111?,"Dislocation of C0/C1 cervical vertebrae, episode of care unspecified"
S43.396?,"Dislocation of other parts of unspecified shoulder girdle, episode of care unspecified"
S43.316?,"Dislocation of unspecified scapula, episode of care unspecified"
S93.106?,"Unspecified dislocation of unspecified toe(s), episode of care unspecified"
S32.89X?,"Fracture of other parts of pelvis, episode of care unspecified"
S63.103?,"Unspecified subluxation of unspecified thumb, episode of care unspecified"
S93.103?,"Unspecified subluxation of unspecified toe(s), episode of care unspecified"
S12.190?,"Other displaced fracture of second cervical vertebra, episode of care unspecified"
S23.171?,"Dislocation of T12/L1 thoracic vertebra, episode of care unspecified"
S73.046?,"Central dislocation of unspecified hip, episode of care unspecified"
S53.499?,"Other sprain of unspecified elbow, episode of care unspecified"
S02.670?,"Fracture of alveolus of mandible, unspecified side, episode of care unspecified"
S02.69X?,"Fracture of mandible of other specified site, episode of care unspecified"
S12.02X?,"Unstable burst fracture of first cervical vertebra, episode of care unspecified"
S12.01X?,"Stable burst fracture of first cervical vertebra, episode of care unspecified"
S42.413?,"Displaced simple supracondylar fracture without intercondylar fracture of unspecified humerus, episode of care unspecified"
M84.439?,"Pathological fracture, unspecified ulna and radius, episode of care unspecified"
S62.318?,"Displaced fracture of base of other metacarpal bone, episode of care unspecified"
S32.609?,"Unspecified fracture of unspecified ischium, episode of care unspecified"
S72.409?,"Unspecified fracture of lower end of unspecified femur, episode of care unspecified"
S82.153?,"Displaced fracture of unspecified tibial tuberosity, episode of care unspecified"
S92.109?,"Unspecified fracture of unspecified talus, episode of care unspecified"
M84.376?,"Stress fracture, unspecified foot, episode of care unspecified"
S92.253?,"Displaced fracture of navicular [scaphoid] of unspecified foot, episode of care unspecified"
S92.213?,"Displaced fracture of cuboid bone of unspecified foot, episode of care unspecified"
T79.A3X?,"Traumatic compartment syndrome of abdomen, episode of care unspecified"
T79.A9X?,"Traumatic compartment syndrome of other sites, episode of care unspecified"
E70.311,Autosomal recessive ocular albinism
E70.319,"Ocular albinism, unspecified"
Q50.39,Other congenital malformation of ovary
Z20.2,Contact with and (suspected) exposure to infections with a predominantly sexual mode of transmission
F81.2,Mathematics disorder
S72.309?,"Unspecified fracture of shaft of unspecified femur, episode of care unspecified"
S83.8X9?,"Sprain of other specified parts of unspecified knee, episode of care unspecified"
M93.003,"Unspecified slipped upper femoral epiphysis (nontraumatic), unspecified hip"
L03.326,Acute lymphangitis of umbilicus
L03.321,Acute lymphangitis of abdominal wall
H04.421,Chronic lacrimal canaliculitis of right lacrimal passage
H04.422,Chronic lacrimal canaliculitis of left lacrimal passage
H04.423,Chronic lacrimal canaliculitis of bilateral lacrimal passages
H04.429,Chronic lacrimal canaliculitis of unspecified lacrimal passage
S00.00X?,"Unspecified superficial injury of scalp, episode of care unspecified"
T20.05X?,"Burn of unspecified degree of scalp [any part], episode of care unspecified"
T37.95X?,"Adverse effect of unspecified systemic anti-infective and antiparasitic, episode of care unspecified"
M51.37,"Other intervertebral disc degeneration, lumbosacral region"
A26.9,"Erysipeloid, unspecified"
A50.05,Early congenital syphilitic rhinitis
A50.07,Early mucocutaneous congenital syphilis
A50.09,"Other early congenital syphilis, symptomatic"
I30.0,Acute nonspecific idiopathic pericarditis
I40.1,Isolated myocarditis
I86.3,Vulval varices
K04.90,Unspecified diseases of pulp and periapical tissues
M26.10,Unspecified anomaly of jaw-cranial base relationship
Y83.8,"Other surgical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
J04.11,Acute tracheitis with obstruction
N80.119,"Superficial endometriosis of ovary, unspecified ovary"
N94.5,Secondary dysmenorrhea
N94.4,Primary dysmenorrhea
N94.6,"Dysmenorrhea, unspecified"
I77.819,"Aortic ectasia, unspecified site"
H15.051,"Scleromalacia perforans, right eye"
H15.052,"Scleromalacia perforans, left eye"
H15.053,"Scleromalacia perforans, bilateral"
H15.059,"Scleromalacia perforans, unspecified eye"
F60.2,Antisocial personality disorder
Z46.6,Encounter for fitting and adjustment of urinary device
T45.622?,"Poisoning by hemostatic drug, intentional self-harm, episode of care unspecified"
T45.621?,"Poisoning by hemostatic drug, accidental (unintentional), episode of care unspecified"
Z82.1,Family history of blindness and visual loss
Z3A.08,8 weeks gestation of pregnancy
Z56.9,Unspecified problems related to employment
Z82.8,"Family history of other disabilities and chronic diseases leading to disablement, not elsewhere classified"
Z85.09,Personal history of malignant neoplasm of other digestive organs
Z52.819,"Egg (Oocyte) donor, unspecified"
Z52.20,"Bone donor, unspecified"
Z52.6,Liver donor
Z52.000,"Unspecified donor, whole blood"
Z98.0,Intestinal bypass and anastomosis status
R33.0,Drug induced retention of urine
R33.9,"Retention of urine, unspecified"
O71.82,Other specified trauma to perineum and vulva
O87.9,"Venous complication in the puerperium, unspecified"
O75.2,"Pyrexia during labor, not elsewhere classified"
R40.2410,"Glasgow coma scale score 13-15, unspecified time"
S39.83X?,"Other specified injuries of pelvis, episode of care unspecified"
P15.9,"Birth injury, unspecified"
E51.9,"Thiamine deficiency, unspecified"
E76.02,Hurler-Scheie syndrome
P80.0,Cold injury syndrome
G04.91,"Myelitis, unspecified"
H18.069,"Stromal corneal pigmentations, unspecified eye"
H18.051,"Posterior corneal pigmentations, right eye"
H18.052,"Posterior corneal pigmentations, left eye"
H18.049,"Kayser-Fleischer ring, unspecified eye"
H18.053,"Posterior corneal pigmentations, bilateral"
H18.043,"Kayser-Fleischer ring, bilateral"
H18.059,"Posterior corneal pigmentations, unspecified eye"
H11.219,"Conjunctival adhesions and strands (localized), unspecified eye"
H02.009,"Unspecified entropion of unspecified eye, unspecified eyelid"
H15.031,"Posterior scleritis, right eye"
H15.032,"Posterior scleritis, left eye"
H15.033,"Posterior scleritis, bilateral"
H15.039,"Posterior scleritis, unspecified eye"
H91.09,"Ototoxic hearing loss, unspecified ear"
A66.9,"Yaws, unspecified"
L03.221,Cellulitis of neck
L12.1,Cicatricial pemphigoid
Q25.71,Coarctation of pulmonary artery
L29.2,Pruritus vulvae
L29.1,Pruritus scroti
M25.559,Pain in unspecified hip
M66.9,Spontaneous rupture of unspecified tendon
M93.98,"Osteochondropathy, unspecified other"
M92.30,"Other juvenile osteochondrosis, unspecified upper limb"
M84.40X?,"Pathological fracture, unspecified site, episode of care unspecified"
M40.04,"Postural kyphosis, thoracic region"
M40.03,"Postural kyphosis, cervicothoracic region"
M40.05,"Postural kyphosis, thoracolumbar region"
M40.00,"Postural kyphosis, site unspecified"
M15.8,Other polyosteoarthritis
Q22.6,Hypoplastic right heart syndrome
Q60.4,"Renal hypoplasia, bilateral"
Q75.5,Oculomandibular dysostosis
Z11.1,Encounter for screening for respiratory tuberculosis
Z30.8,Encounter for other contraceptive management
Z30.012,Encounter for prescription of emergency contraception
E10.8,Type 1 diabetes mellitus with unspecified complications
F60.1,Schizoid personality disorder
F51.02,Adjustment insomnia
F93.9,"Childhood emotional disorder, unspecified"
F80.4,Speech and language development delay due to hearing loss
G47.23,"Circadian rhythm sleep disorder, irregular sleep wake type"
P01.6,Newborn affected by maternal death
P12.4,Injury of scalp of newborn due to monitoring equipment
P24.10,Neonatal aspiration of (clear) amniotic fluid and mucus without respiratory symptoms
P71.0,Cow's milk hypocalcemia in newborn
O69.81X0,"Labor and delivery complicated by cord around neck, without compression, not applicable or unspecified"
P07.20,"Extreme immaturity of newborn, unspecified weeks of gestation"
S12.200?,"Unspecified displaced fracture of third cervical vertebra, episode of care unspecified"
S12.300?,"Unspecified displaced fracture of fourth cervical vertebra, episode of care unspecified"
S12.400?,"Unspecified displaced fracture of fifth cervical vertebra, episode of care unspecified"
S12.500?,"Unspecified displaced fracture of sixth cervical vertebra, episode of care unspecified"
S12.600?,"Unspecified displaced fracture of seventh cervical vertebra, episode of care unspecified"
S86.119?,"Strain of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, unspecified leg, episode of care unspecified"
S37.22X?,"Contusion of bladder, episode of care unspecified"
T88.9XXS,"Complication of surgical and medical care, unspecified, sequela"
S90.869?,"Insect bite (nonvenomous), unspecified foot, episode of care unspecified"
S00.229?,"Blister (nonthermal) of unspecified eyelid and periocular area, episode of care unspecified"
S00.259?,"Superficial foreign body of unspecified eyelid and periocular area, episode of care unspecified"
S07.0XX?,"Crushing injury of face, episode of care unspecified"
S07.8XX?,"Crushing injury of other parts of head, episode of care unspecified"
S17.9XX?,"Crushing injury of neck, part unspecified, episode of care unspecified"
S38.02X?,"Crushing injury of scrotum and testis, episode of care unspecified"
T23.199?,"Burn of first degree of multiple sites of unspecified wrist and hand, episode of care unspecified"
A18.81,Tuberculosis of thyroid gland
D61.82,Myelophthisis
T82.42X?,"Displacement of vascular dialysis catheter, episode of care unspecified"
T82.49X?,"Other complication of vascular dialysis catheter, episode of care unspecified"
C78.30,Secondary malignant neoplasm of unspecified respiratory organ
C85.88,"Other specified types of non-Hodgkin lymphoma, lymph nodes of multiple sites"
C85.87,"Other specified types of non-Hodgkin lymphoma, spleen"
D15.9,"Benign neoplasm of intrathoracic organ, unspecified"
D44.9,Neoplasm of uncertain behavior of unspecified endocrine gland
D43.9,"Neoplasm of uncertain behavior of central nervous system, unspecified"
C02.9,"Malignant neoplasm of tongue, unspecified"
V80.919?,"Animal-rider injured in unspecified transport accident, episode of care unspecified"
V80.790?,"Animal-rider injured in collision with other nonmotor vehicles, episode of care unspecified"
Y69,Unspecified misadventure during surgical and medical care
X08.09X?,"Exposure to bed fire due to other burning material, episode of care unspecified"
T47.8X5?,"Adverse effect of other agents primarily affecting gastrointestinal system, episode of care unspecified"
T39.095?,"Adverse effect of salicylates, episode of care unspecified"
T65.92X?,"Toxic effect of unspecified substance, intentional self-harm, episode of care unspecified"
Y64.9,Contaminated medical or biological substance administered by unspecified means
R04.2,Hemoptysis
G04.00,"Acute disseminated encephalitis and encephalomyelitis, unspecified"
H16.109,"Unspecified superficial keratitis, unspecified eye"
B56.1,Rhodesiense trypanosomiasis
B56.0,Gambiense trypanosomiasis
B56.9,"African trypanosomiasis, unspecified"
H04.131,"Lacrimal cyst, right lacrimal gland"
H04.132,"Lacrimal cyst, left lacrimal gland"
H04.139,"Lacrimal cyst, unspecified lacrimal gland"
P77.1,Stage 1 necrotizing enterocolitis in newborn
P77.2,Stage 2 necrotizing enterocolitis in newborn
P77.3,Stage 3 necrotizing enterocolitis in newborn
O98.33,Other infections with a predominantly sexual mode of transmission complicating the puerperium
F25.0,"Schizoaffective disorder, bipolar type"
F52.0,Hypoactive sexual desire disorder
H04.9,"Disorder of lacrimal system, unspecified"
S52.599?,"Other fractures of lower end of unspecified radius, episode of care unspecified"
S52.699?,"Other fracture of lower end of unspecified ulna, episode of care unspecified"
M21.939,Unspecified acquired deformity of unspecified forearm
Q72.62,Longitudinal reduction defect of left fibula
S00.82X?,"Blister (nonthermal) of other part of head, episode of care unspecified"
S00.32X?,"Blister (nonthermal) of nose, episode of care unspecified"
S10.92X?,"Blister (nonthermal) of unspecified part of neck, episode of care unspecified"
S10.12X?,"Blister (nonthermal) of throat, episode of care unspecified"
S00.02X?,"Blister (nonthermal) of scalp, episode of care unspecified"
S00.92X?,"Blister (nonthermal) of unspecified part of head, episode of care unspecified"
S20.329?,"Blister (nonthermal) of unspecified front wall of thorax, episode of care unspecified"
S40.829?,"Blister (nonthermal) of unspecified upper arm, episode of care unspecified"
S50.329?,"Blister (nonthermal) of unspecified elbow, episode of care unspecified"
S50.829?,"Blister (nonthermal) of unspecified forearm, episode of care unspecified"
S60.829?,"Blister (nonthermal) of unspecified wrist, episode of care unspecified"
S70.229?,"Blister (nonthermal), unspecified hip, episode of care unspecified"
S80.229?,"Blister (nonthermal), unspecified knee, episode of care unspecified"
S80.829?,"Blister (nonthermal), unspecified lower leg, episode of care unspecified"
S90.529?,"Blister (nonthermal), unspecified ankle, episode of care unspecified"
T69.029?,"Immersion foot, unspecified foot, episode of care unspecified"
R82.89,Other abnormal findings on cytological and histological examination of urine
K57.92,"Diverticulitis of intestine, part unspecified, without perforation or abscess without bleeding"
A75.3,Typhus fever due to Rickettsia tsutsugamushi
T85.21X?,"Breakdown (mechanical) of intraocular lens, episode of care unspecified"
T84.019?,"Broken internal joint prosthesis, unspecified site, episode of care unspecified"
Z96.619,Presence of unspecified artificial shoulder joint
R45.7,"State of emotional shock and stress, unspecified"
L68.2,Localized hypertrichosis
R48.9,Unspecified symbolic dysfunctions
G90.2,Horner's syndrome
R09.01,Asphyxia
G47.32,High altitude periodic breathing
R06.3,Periodic breathing
R14.1,Gas pain
K57.90,"Diverticulosis of intestine, part unspecified, without perforation or abscess without bleeding"
T86.839,Unspecified complication of bone graft
T84.7XX?,"Infection and inflammatory reaction due to other internal orthopedic prosthetic devices, implants and grafts, episode of care unspecified"
T84.418?,"Breakdown (mechanical) of other internal orthopedic devices, implants and grafts, episode of care unspecified"
T84.410?,"Breakdown (mechanical) of muscle and tendon graft, episode of care unspecified"
N85.5,Inversion of uterus
B08.03,Pseudocowpox [milker's node]
T25.119?,"Burn of first degree of unspecified ankle, episode of care unspecified"
N48.21,Abscess of corpus cavernosum and penis
L66.4,Folliculitis ulerythematosa reticulata
F19.982,"Other psychoactive substance use, unspecified with psychoactive substance-induced sleep disorder"
Q18.6,Macrocheilia
A64,Unspecified sexually transmitted disease
M89.019,"Algoneurodystrophy, unspecified shoulder"
S23.3XX?,"Sprain of ligaments of thoracic spine, episode of care unspecified"
S21.91X?,"Laceration without foreign body of unspecified part of thorax, episode of care unspecified"
S21.219?,"Laceration without foreign body of unspecified back wall of thorax without penetration into thoracic cavity, episode of care unspecified"
